"accepted.taxa.name","min_nu.biovol","mn_nu.biovol","mdn_nu.biovol","max_nu.biovol","sd_nu.biovol","n","mn_cells.per.nu","n_sources","w.tsn","level","kingdom","subkingdom","infrakingdom","division","subdivision","phylum","class","subclass","order","family","genus","species"
"Navicula oblonga",3.68592079219454,4.03555914309392,4.06538392298716,4.1156105116743,0.105170724717983,18,NA,1,3736,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Naviculaceae","Navicula","oblonga"
"Navicula occulta",1.35793484700045,1.35793484700045,1.35793484700045,1.35793484700045,NA,1,NA,1,4100,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Naviculaceae","Navicula","occulta"
"Navicula oppugnata",2.23299611039215,2.23299611039215,2.23299611039215,2.23299611039215,NA,1,NA,1,3913,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Naviculaceae","Navicula","oppugnata"
"Navicula paucivisitata",1.51851393987789,1.69328515085046,1.69328515085046,1.86805636182304,0.247163816869788,2,NA,1,4068,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Naviculaceae","Navicula","paucivisitata"
"Navicula pelliculosa",1.92235794232769,2.0466537227412,2.01735666227614,2.22954362408484,0.131530364850189,4,1,2,3917,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Naviculaceae","Navicula","pelliculosa"
"Navicula peregrina",2.02118929906994,3.57050136783738,3.45163197068792,4.57403126772772,0.824536745156767,66,NA,1,3752,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Naviculaceae","Navicula","peregrina"
"Navicula phyllepta",2.27646180417324,2.88252222005275,2.88649072517248,3.19728055812562,0.154044407168526,99,NA,1,3744,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Naviculaceae","Navicula","phyllepta"
"Navicula protracta",2.60745502321467,2.75834125750921,2.83378437465648,2.83378437465648,0.130671311980442,3,NA,1,3933,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Naviculaceae","Navicula","protracta"
"Navicula pseudoreinhardtii",1.81822589361396,1.81822589361396,1.81822589361396,1.81822589361396,NA,1,NA,1,3939,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Naviculaceae","Navicula","pseudoreinhardtii"
"Navicula pseudoventralis",2.10037054511756,2.24511084753636,2.2380461031288,2.34242268082221,0.0577703124303978,28,NA,1,3941,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Naviculaceae","Navicula","pseudoventralis"
"Navicula radiosa",1.86628733908419,2.35869375766853,2.33243845991561,3.41962536088774,0.308053283704112,135,NA,1,3952,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Naviculaceae","Navicula","radiosa"
"Navicula radiosafallax",2,2.27955228929032,2.26007138798507,2.6954816764902,0.182689877261989,55,NA,1,591351,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Naviculaceae","Navicula","radiosafallax"
"Navicula reinhardtii",3.42553422049826,3.85074456811273,3.92941892571429,4.19728055812562,0.391842242896709,3,NA,1,591352,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Naviculaceae","Navicula","reinhardtii"
"Navicula rhynchocephala",2.32837960343874,2.77105189964496,2.73037828068297,3.41346741298582,0.204250430042786,370,1,2,3678,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Naviculaceae","Navicula","rhynchocephala"
"Navicula rostellata",1.5910646070265,2.60255429360159,2.70542571829012,3.65686449154892,0.427183687785938,162,NA,1,3800,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Naviculaceae","Navicula","rostellata"
"Navicula salinarum",2.38560627359831,2.62531960051118,2.59769380119479,3.00259798071991,0.140760136221172,340,NA,1,3712,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Naviculaceae","Navicula","salinarum"
"Navicula salinicola",1.54406804435028,2.05029918431651,2.06445798922692,2.49276038902684,0.195736238805993,45,NA,1,4067,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Naviculaceae","Navicula","salinicola"
"Navicula sanctaecrucis",2.39794000867204,2.67641593509421,2.67984186861818,3.01870049866624,0.182004570694546,34,NA,1,4066,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Naviculaceae","Navicula","sanctaecrucis"
"Navicula schmassmannii",0.888740960682893,1.35944519591231,1.47712125471966,1.47712125471966,0.263131666817506,5,NA,1,3962,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Naviculaceae","Navicula","schmassmannii"
"Navicula schroeteri",2.11394335230684,2.81958229014154,2.83790383007157,3.37948681371727,0.246030518115706,188,NA,1,3964,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Naviculaceae","Navicula","schroeteri"
"Navicula secreta",1.91592721169712,2.25647747349319,2.24551266781415,2.62940959910272,0.151064002190825,501,NA,1,3969,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Naviculaceae","Navicula","secreta"
"Navicula seminuloides",1.3384564936046,1.77283777930994,1.47275644931721,2.43136376415899,0.405053002726877,35,NA,1,3973,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Naviculaceae","Navicula","seminuloides"
"Navicula stroemii",2.02938377768521,2.24505060528857,2.27415784926368,2.43933269383026,0.115877695095038,15,NA,1,3982,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Naviculaceae","Navicula","stroemii"
"Navicula subminuscula",0.991226075692495,1.67735525967504,1.69983772586725,2.20139712432045,0.26851856571919,419,NA,2,193788,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Naviculaceae","Navicula","subminuscula"
"Navicula submolesta",1.54032947479087,1.54032947479087,1.54032947479087,1.54032947479087,NA,1,NA,1,193797,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Naviculaceae","Navicula","submolesta"
"Navicula submuralis",0.949390006644913,1.47438033813598,1.4996870826184,1.96094619573383,0.2279996143942,71,NA,1,3987,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Naviculaceae","Navicula","submuralis"
"Navicula subrotundata",1.27415784926368,1.5433922536792,1.54385345005437,1.76789761601809,0.13996775218022,20,NA,1,3990,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Naviculaceae","Navicula","subrotundata"
"Navicula symmetrica",2.25527250510331,2.63471816646926,2.66275783168157,2.99166900737995,0.182292821791839,239,NA,1,3994,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Naviculaceae","Navicula","symmetrica"
"Navicula tantula",1.44715803134222,1.65358657372433,1.64443858946784,1.81954393554187,0.096290893537218,26,NA,1,3995,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Naviculaceae","Navicula","tantula"
"Navicula tenelloides",1.44715803134222,1.98886783818674,1.97220283837906,2.66745295288995,0.242418394014631,222,NA,1,4053,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Naviculaceae","Navicula","tenelloides"
"Navicula tenera",1.53402610605614,2.13025936147585,2.21879601612698,2.51321760006794,0.28661501622169,74,NA,1,555626,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Naviculaceae","Navicula","tenera"
"Navicula texana",2.17318626841227,2.31012623660354,2.3384564936046,2.40483371661994,0.0870853392573586,5,NA,1,591296,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Naviculaceae","Navicula","texana"
"Navicula tridentula",1.04139268515823,1.04139268515823,1.04139268515823,1.04139268515823,NA,1,NA,1,3998,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Naviculaceae","Navicula","tridentula"
"Navicula tripunctata",2.22530928172586,2.8095581213245,2.869817812505,3.29302988815955,0.235951157505143,850,1,4,4048,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Naviculaceae","Navicula","tripunctata"
"Navicula vaucheriae",1.88649072517248,2.1299793545663,2.16435285578444,2.27646180417324,0.163790056962692,5,NA,1,4008,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Naviculaceae","Navicula","vaucheriae"
"Navicula viridula",2.28330122870355,2.94427160777071,2.985426474083,3.58024050826538,0.294788687746254,675,1,3,4013,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Naviculaceae","Navicula","viridula"
"Navicula vulpina",3.3096301674259,3.3096301674259,3.3096301674259,3.3096301674259,NA,1,NA,1,4021,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Naviculaceae","Navicula","vulpina"
"Neidium affine",3.13129779659762,3.39354530166062,3.4345689040342,3.48855071650044,0.10782240054902,11,NA,1,3270,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Neidiaceae","Neidium","affine"
"Neidium ampliatum",2.96614173273903,3.33312331211617,3.04139268515822,4.15836249209525,0.468507501529286,13,NA,1,591304,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Neidiaceae","Neidium","ampliatum"
"Neidium bisulcatum",3.19728055812562,3.42298351513339,3.41796964221474,3.65552259625342,0.0635175951041566,29,NA,1,3285,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Neidiaceae","Neidium","bisulcatum"
"Neidium dubium",3.69072754387037,3.69072754387037,3.69072754387037,3.69072754387037,0,16,NA,1,3291,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Neidiaceae","Neidium","dubium"
"Neidium hercynicum",3.42160392686983,3.60003634532062,3.54983755872796,3.87886633695673,0.208953543693181,4,NA,1,3315,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Neidiaceae","Neidium","hercynicum"
"Neidium iridis",3.30642502755069,4.31891176085589,4.5480733607658,4.82426254679076,0.543593636188684,6,NA,1,3295,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Neidiaceae","Neidium","iridis"
"Neidium ladogense",3.55364033623135,3.55364033623135,3.55364033623135,3.55364033623135,NA,1,NA,1,4412,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Neidiaceae","Neidium","ladogense"
"Neidium perminutum",1.60745502321467,2.2200986196714,2.14921911265538,2.7979596437372,0.299107197402583,39,NA,1,3313,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Neidiaceae","Neidium","perminutum"
"Neidium sacoense",4.52827377716704,4.52827377716704,4.52827377716704,4.52827377716704,NA,1,NA,1,3311,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Naviculales","Neidiaceae","Neidium","sacoense"
"Nephrochlamys subsolitaria",1.97469413473523,2.00879416223185,2.01283722470517,2.01385111189723,0.0113822668993598,12,NA,1,5994,"Species","Plantae","Viridaeplantae","Chlorophyta","Chlorophyta","Chlorophytina",NA,"Trebouxiophyceae",NA,"Oocystales","Oocystaceae","Nephrochlamys","subsolitaria"
"Nephrocytium agardhianum",2.17609125905568,2.70829166535422,2.77457219634183,3.13033376849501,0.272790722846765,96,1,2,5965,"Species","Plantae","Viridaeplantae","Chlorophyta","Chlorophyta","Chlorophytina",NA,"Trebouxiophyceae",NA,"Oocystales","Oocystaceae","Nephrocytium","agardhianum"
"Nephrocytium limneticum",2.17609125905568,2.7699333312957,2.83884909073726,3.13483426972168,0.315875765099123,29,NA,1,5968,"Species","Plantae","Viridaeplantae","Chlorophyta","Chlorophyta","Chlorophytina",NA,"Trebouxiophyceae",NA,"Oocystales","Oocystaceae","Nephrocytium","limneticum"
"Nephrocytium lunatum",2.17609125905568,2.59094344848462,2.69897000433602,3.17609125905568,0.343896935461674,52,NA,1,5967,"Species","Plantae","Viridaeplantae","Chlorophyta","Chlorophyta","Chlorophytina",NA,"Trebouxiophyceae",NA,"Oocystales","Oocystaceae","Nephrocytium","lunatum"
"Netrium digitus",3.78894572702375,4.17547973823403,4.04927623989296,4.81442074612646,0.447322786935429,4,NA,1,8938,"Species","Plantae","Viridaeplantae","Streptophyta","Charophyta","Conjugophytina",NA,"Conjugophyceae",NA,"Zygnematales","Mesotaeniaceae","Netrium","digitus"
"Nitzschia acicularis",1.50411500114369,2.16964052041362,2.17609125905568,2.88649072517248,0.299396273878916,413,1.05172413793103,6,5099,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Bacillariales","Bacillariaceae","Nitzschia","acicularis"
"Nitzschia acidoclinata",1.29003461136252,2.12921063594751,2.32221929473392,2.79588001734408,0.370863888723396,113,NA,1,591324,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Bacillariales","Bacillariaceae","Nitzschia","acidoclinata"
"Nitzschia actinastroides",2.14050804303818,2.14050804303818,2.14050804303818,2.14050804303818,NA,1,1,1,5213,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Bacillariales","Bacillariaceae","Nitzschia","actinastroides"
"Nitzschia acula",2.90308998699194,2.90308998699194,2.90308998699194,2.90308998699194,NA,1,NA,1,193824,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Bacillariales","Bacillariaceae","Nitzschia","acula"
"Nitzschia agnita",1.4983105537896,1.92260646291007,1.90794852161227,2.27875360095283,0.167812642709529,57,NA,1,591327,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Bacillariales","Bacillariaceae","Nitzschia","agnita"
"Nitzschia amphibia",1.4983105537896,2.18745577114323,2.20411998265592,2.78390357927274,0.229447649263229,1111,1,2,5160,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Bacillariales","Bacillariaceae","Nitzschia","amphibia"
"Nitzschia angustatula",1.29003461136252,2.51205480702548,2.52891670027765,3,0.276112360285258,27,NA,1,591322,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Bacillariales","Bacillariaceae","Nitzschia","angustatula"
"Nitzschia archibaldii",1.33243845991561,1.77214456331046,1.80482067872116,2.1846914308176,0.211704192034593,131,NA,1,591312,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Bacillariales","Bacillariaceae","Nitzschia","archibaldii"
"Nitzschia bacata",2.31597034545692,2.4053218293583,2.41075676420239,2.48855071650044,0.0490197441117693,14,NA,1,5220,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Bacillariales","Bacillariaceae","Nitzschia","bacata"
"Nitzschia bremensis",1.81491318127507,3.082817348458,3.51851393987789,3.5910646070265,0.715540448245262,11,NA,1,5275,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Bacillariales","Bacillariaceae","Nitzschia","bremensis"
"Nitzschia brevissima",1.77815125038364,2.57110508462373,2.54406804435028,3.04139268515822,0.183732223285465,123,NA,1,5282,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Bacillariales","Bacillariaceae","Nitzschia","brevissima"
"Nitzschia capitellata",2.00432137378264,2.5115374265924,2.51908745553898,3.08242630086077,0.229644095911382,140,NA,1,5196,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Bacillariales","Bacillariaceae","Nitzschia","capitellata"
"Nitzschia clausii",1.82865989653532,2.70237021704028,2.65305804303011,3.86923171973098,0.59979209475182,92,NA,1,5165,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Bacillariales","Bacillariaceae","Nitzschia","clausii"
"Nitzschia communis",1.92427928606188,2.24113168826095,2.29225607135648,2.39967372148104,0.128008694542207,40,NA,1,5223,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Bacillariales","Bacillariaceae","Nitzschia","communis"
"Nitzschia commutata",2.95424250943932,3.27876430614899,3.28443073384452,3.51188336097887,0.16328629626435,55,NA,1,5226,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Bacillariales","Bacillariaceae","Nitzschia","commutata"
"Nitzschia constricta",2.09342168516224,3.14708566415485,3.36791473879375,3.74107277237332,0.557937142284674,27,NA,2,5103,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Bacillariales","Bacillariaceae","Nitzschia","constricta"
"Nitzschia debilis",2.03342375548695,2.26909470337261,2.12026214405618,2.6232492903979,0.273976810095871,6,NA,1,5271,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Bacillariales","Bacillariaceae","Nitzschia","debilis"
"Nitzschia denticula",2.88138465677057,3.17152005647244,3.19992309692113,3.58669980162405,0.197171669644005,30,NA,1,5227,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Bacillariales","Bacillariaceae","Nitzschia","denticula"
"Nitzschia diserta",2.05307844348342,2.36513739763931,2.36667889396279,2.66086547800387,0.178508261157866,34,NA,1,5228,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Bacillariales","Bacillariaceae","Nitzschia","diserta"
"Nitzschia dissipata",1.66275783168157,2.34853871751938,2.36172783601759,2.98497712641549,0.259150127482566,829,NA,1,5186,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Bacillariales","Bacillariaceae","Nitzschia","dissipata"
"Nitzschia draveillensis",0.725094521081469,1.07206941963176,0.973127853599699,1.52891670027765,0.256689404540968,7,NA,1,591355,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Bacillariales","Bacillariaceae","Nitzschia","draveillensis"
"Nitzschia dubia",3.80345711564841,4.05769561990055,4.03929511808431,4.4605971888976,0.25013247334455,13,NA,1,193825,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Bacillariales","Bacillariaceae","Nitzschia","dubia"
"Nitzschia fasciculata",3.59117595031179,3.59117595031179,3.59117595031179,3.59117595031179,NA,1,NA,1,5230,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Bacillariales","Bacillariaceae","Nitzschia","fasciculata"
"Nitzschia filiformis",2.40312052117582,3.00290052776531,3.0070985037474,3.44793286559218,0.258006340377752,224,NA,2,5231,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Bacillariales","Bacillariaceae","Nitzschia","filiformis"
"Nitzschia flexa",3.40140054078154,3.42666169877891,3.42764597739137,3.45255306322893,0.0228350783170704,6,NA,1,5232,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Bacillariales","Bacillariaceae","Nitzschia","flexa"
"Nitzschia fonticola",1.05307844348342,1.88876342133297,1.90821677024546,2.60205999132796,0.303967407730209,318,1,3,5198,"Species","Chromista","Chromista",NA,"Bacillariophyta",NA,NA,"Bacillariophyceae",NA,"Bacillariales","Bacillariaceae","Nitzschia","fonticola"
